"year","variable","units","scenario","source","version","value"
1990,"OC_emissions","Tg","Reference","GCAM","new",21.9817239659982
2005,"OC_emissions","Tg","Reference","GCAM","new",24.3117572583834
2010,"OC_emissions","Tg","Reference","GCAM","new",24.5319646480192
2015,"OC_emissions","Tg","Reference","GCAM","new",24.4355732604042
2021,"OC_emissions","Tg","Reference","GCAM","new",24.2088870352863
2025,"OC_emissions","Tg","Reference","GCAM","new",25.5617233673491
2030,"OC_emissions","Tg","Reference","GCAM","new",23.7635729958303
2035,"OC_emissions","Tg","Reference","GCAM","new",22.8803852505747
2040,"OC_emissions","Tg","Reference","GCAM","new",22.4503190723437
2045,"OC_emissions","Tg","Reference","GCAM","new",21.9717096048738
2050,"OC_emissions","Tg","Reference","GCAM","new",21.486613327156
2055,"OC_emissions","Tg","Reference","GCAM","new",21.3483642095724
2060,"OC_emissions","Tg","Reference","GCAM","new",21.1119608984055
2065,"OC_emissions","Tg","Reference","GCAM","new",20.7878676767451
2070,"OC_emissions","Tg","Reference","GCAM","new",20.4543317650559
2075,"OC_emissions","Tg","Reference","GCAM","new",20.0916418841514
2080,"OC_emissions","Tg","Reference","GCAM","new",19.7097448307922
2085,"OC_emissions","Tg","Reference","GCAM","new",19.3011581711522
2090,"OC_emissions","Tg","Reference","GCAM","new",18.8862555206044
2095,"OC_emissions","Tg","Reference","GCAM","new",18.4524286807476
2100,"OC_emissions","Tg","Reference","GCAM","new",18.0392141102806
1990,"SO2_emissions","Gg S","Reference","GCAM","new",66711.8284101281
2005,"SO2_emissions","Gg S","Reference","GCAM","new",61913.4547936225
2010,"SO2_emissions","Gg S","Reference","GCAM","new",52807.0961490862
2015,"SO2_emissions","Gg S","Reference","GCAM","new",44768.7842796308
2021,"SO2_emissions","Gg S","Reference","GCAM","new",34093.748791515
2025,"SO2_emissions","Gg S","Reference","GCAM","new",31919.5509125885
2030,"SO2_emissions","Gg S","Reference","GCAM","new",29330.6615265715
2035,"SO2_emissions","Gg S","Reference","GCAM","new",27029.113490583
2040,"SO2_emissions","Gg S","Reference","GCAM","new",25486.990935812
2045,"SO2_emissions","Gg S","Reference","GCAM","new",24227.063274383
2050,"SO2_emissions","Gg S","Reference","GCAM","new",23137.2617514544
2055,"SO2_emissions","Gg S","Reference","GCAM","new",22215.102037757
2060,"SO2_emissions","Gg S","Reference","GCAM","new",21697.2167660426
2065,"SO2_emissions","Gg S","Reference","GCAM","new",21378.4115274788
2070,"SO2_emissions","Gg S","Reference","GCAM","new",21120.8032469791
2075,"SO2_emissions","Gg S","Reference","GCAM","new",20925.5002105008
2080,"SO2_emissions","Gg S","Reference","GCAM","new",20739.3433186764
2085,"SO2_emissions","Gg S","Reference","GCAM","new",20277.8198224137
2090,"SO2_emissions","Gg S","Reference","GCAM","new",19907.1629150926
2095,"SO2_emissions","Gg S","Reference","GCAM","new",19532.0011536749
2100,"SO2_emissions","Gg S","Reference","GCAM","new",19067.0450187316
2005,"C2F6_emissions","Gg","GCAM_SSP4","GCAM","new",1.3326894438
2010,"C2F6_emissions","Gg","GCAM_SSP4","GCAM","new",1.1421159114
2015,"C2F6_emissions","Gg","GCAM_SSP4","GCAM","new",1.4890217964
2021,"C2F6_emissions","Gg","GCAM_SSP4","GCAM","new",1.5013436056
2025,"C2F6_emissions","Gg","GCAM_SSP4","GCAM","new",1.5837985196
2030,"C2F6_emissions","Gg","GCAM_SSP4","GCAM","new",1.7048200312
2035,"C2F6_emissions","Gg","GCAM_SSP4","GCAM","new",1.8118765928
2040,"C2F6_emissions","Gg","GCAM_SSP4","GCAM","new",1.8700495492
2045,"C2F6_emissions","Gg","GCAM_SSP4","GCAM","new",1.9156352758
2050,"C2F6_emissions","Gg","GCAM_SSP4","GCAM","new",1.9513136427
2055,"C2F6_emissions","Gg","GCAM_SSP4","GCAM","new",1.9665350628
2060,"C2F6_emissions","Gg","GCAM_SSP4","GCAM","new",1.9738651213
2065,"C2F6_emissions","Gg","GCAM_SSP4","GCAM","new",1.974060512
2070,"C2F6_emissions","Gg","GCAM_SSP4","GCAM","new",1.9635916674
2075,"C2F6_emissions","Gg","GCAM_SSP4","GCAM","new",1.9467019569
2080,"C2F6_emissions","Gg","GCAM_SSP4","GCAM","new",1.9230259146
2085,"C2F6_emissions","Gg","GCAM_SSP4","GCAM","new",1.8922375843
2090,"C2F6_emissions","Gg","GCAM_SSP4","GCAM","new",1.8621613013
2095,"C2F6_emissions","Gg","GCAM_SSP4","GCAM","new",1.8316966493
2100,"C2F6_emissions","Gg","GCAM_SSP4","GCAM","new",1.7981538662
2005,"CF4_emissions","Gg","GCAM_SSP4","GCAM","new",4.5595095224
2010,"CF4_emissions","Gg","GCAM_SSP4","GCAM","new",3.4908554511
2015,"CF4_emissions","Gg","GCAM_SSP4","GCAM","new",4.5419844727
2021,"CF4_emissions","Gg","GCAM_SSP4","GCAM","new",4.66616681119
2025,"CF4_emissions","Gg","GCAM_SSP4","GCAM","new",4.9293356144
2030,"CF4_emissions","Gg","GCAM_SSP4","GCAM","new",5.2725038451
2035,"CF4_emissions","Gg","GCAM_SSP4","GCAM","new",5.5559793723
2040,"CF4_emissions","Gg","GCAM_SSP4","GCAM","new",5.7006288757
2045,"CF4_emissions","Gg","GCAM_SSP4","GCAM","new",5.81197306166
2050,"CF4_emissions","Gg","GCAM_SSP4","GCAM","new",5.9325389015
2055,"CF4_emissions","Gg","GCAM_SSP4","GCAM","new",6.00490954532
2060,"CF4_emissions","Gg","GCAM_SSP4","GCAM","new",6.05481697004
2065,"CF4_emissions","Gg","GCAM_SSP4","GCAM","new",6.08377788661
2070,"CF4_emissions","Gg","GCAM_SSP4","GCAM","new",6.0779333418
2075,"CF4_emissions","Gg","GCAM_SSP4","GCAM","new",6.05171040612
2080,"CF4_emissions","Gg","GCAM_SSP4","GCAM","new",6.00058938012
2085,"CF4_emissions","Gg","GCAM_SSP4","GCAM","new",5.92315357907
2090,"CF4_emissions","Gg","GCAM_SSP4","GCAM","new",5.85090282555
2095,"CF4_emissions","Gg","GCAM_SSP4","GCAM","new",5.78056233819
2100,"CF4_emissions","Gg","GCAM_SSP4","GCAM","new",5.70051940811
2005,"HFC125_emissions","Gg","GCAM_SSP4","GCAM","new",13.4736975439
2010,"HFC125_emissions","Gg","GCAM_SSP4","GCAM","new",25.754668812
2015,"HFC125_emissions","Gg","GCAM_SSP4","GCAM","new",39.522956612
2021,"HFC125_emissions","Gg","GCAM_SSP4","GCAM","new",76.34528554
2025,"HFC125_emissions","Gg","GCAM_SSP4","GCAM","new",98.002869516
2030,"HFC125_emissions","Gg","GCAM_SSP4","GCAM","new",128.668691736
2035,"HFC125_emissions","Gg","GCAM_SSP4","GCAM","new",145.51322264
2040,"HFC125_emissions","Gg","GCAM_SSP4","GCAM","new",159.061984224
2045,"HFC125_emissions","Gg","GCAM_SSP4","GCAM","new",172.688856554
2050,"HFC125_emissions","Gg","GCAM_SSP4","GCAM","new",186.310403435
2055,"HFC125_emissions","Gg","GCAM_SSP4","GCAM","new",198.974685985
2060,"HFC125_emissions","Gg","GCAM_SSP4","GCAM","new",211.880638645
2065,"HFC125_emissions","Gg","GCAM_SSP4","GCAM","new",224.70925212
2070,"HFC125_emissions","Gg","GCAM_SSP4","GCAM","new",236.7602212
2075,"HFC125_emissions","Gg","GCAM_SSP4","GCAM","new",248.555706047
2080,"HFC125_emissions","Gg","GCAM_SSP4","GCAM","new",259.810013188
2085,"HFC125_emissions","Gg","GCAM_SSP4","GCAM","new",270.306911113
2090,"HFC125_emissions","Gg","GCAM_SSP4","GCAM","new",280.630888801
2095,"HFC125_emissions","Gg","GCAM_SSP4","GCAM","new",290.73169814
2100,"HFC125_emissions","Gg","GCAM_SSP4","GCAM","new",300.036619118
2005,"HFC134a_emissions","Gg","GCAM_SSP4","GCAM","new",130.6109941672
2010,"HFC134a_emissions","Gg","GCAM_SSP4","GCAM","new",181.60389160285
2015,"HFC134a_emissions","Gg","GCAM_SSP4","GCAM","new",244.0811181717
2021,"HFC134a_emissions","Gg","GCAM_SSP4","GCAM","new",312.4545100584
2025,"HFC134a_emissions","Gg","GCAM_SSP4","GCAM","new",338.23468642475
2030,"HFC134a_emissions","Gg","GCAM_SSP4","GCAM","new",383.2558192325
2035,"HFC134a_emissions","Gg","GCAM_SSP4","GCAM","new",424.989394321
2040,"HFC134a_emissions","Gg","GCAM_SSP4","GCAM","new",460.21691731
2045,"HFC134a_emissions","Gg","GCAM_SSP4","GCAM","new",497.6266718195
2050,"HFC134a_emissions","Gg","GCAM_SSP4","GCAM","new",538.050277153
2055,"HFC134a_emissions","Gg","GCAM_SSP4","GCAM","new",577.706117562
2060,"HFC134a_emissions","Gg","GCAM_SSP4","GCAM","new",620.18798978
2065,"HFC134a_emissions","Gg","GCAM_SSP4","GCAM","new",664.835948373
2070,"HFC134a_emissions","Gg","GCAM_SSP4","GCAM","new",709.686904855
2075,"HFC134a_emissions","Gg","GCAM_SSP4","GCAM","new",756.1832162365
2080,"HFC134a_emissions","Gg","GCAM_SSP4","GCAM","new",803.2355818875
2085,"HFC134a_emissions","Gg","GCAM_SSP4","GCAM","new",849.773558554
2090,"HFC134a_emissions","Gg","GCAM_SSP4","GCAM","new",897.4158203435
2095,"HFC134a_emissions","Gg","GCAM_SSP4","GCAM","new",945.806424467
2100,"HFC134a_emissions","Gg","GCAM_SSP4","GCAM","new",992.449891277
2005,"HFC143a_emissions","Gg","GCAM_SSP4","GCAM","new",16.657881676495
2010,"HFC143a_emissions","Gg","GCAM_SSP4","GCAM","new",28.150171402278
2015,"HFC143a_emissions","Gg","GCAM_SSP4","GCAM","new",43.238085254551
2021,"HFC143a_emissions","Gg","GCAM_SSP4","GCAM","new",83.173213309551
2025,"HFC143a_emissions","Gg","GCAM_SSP4","GCAM","new",106.535601564995
2030,"HFC143a_emissions","Gg","GCAM_SSP4","GCAM","new",139.741899952668
2035,"HFC143a_emissions","Gg","GCAM_SSP4","GCAM","new",158.08636652869
2040,"HFC143a_emissions","Gg","GCAM_SSP4","GCAM","new",172.863508011183
2045,"HFC143a_emissions","Gg","GCAM_SSP4","GCAM","new",187.746102118971
2050,"HFC143a_emissions","Gg","GCAM_SSP4","GCAM","new",202.652324770941
2055,"HFC143a_emissions","Gg","GCAM_SSP4","GCAM","new",216.543765877445
2060,"HFC143a_emissions","Gg","GCAM_SSP4","GCAM","new",230.728625156335
2065,"HFC143a_emissions","Gg","GCAM_SSP4","GCAM","new",244.86083964126
2070,"HFC143a_emissions","Gg","GCAM_SSP4","GCAM","new",258.178150136353
2075,"HFC143a_emissions","Gg","GCAM_SSP4","GCAM","new",271.249451888349
2080,"HFC143a_emissions","Gg","GCAM_SSP4","GCAM","new",283.759793928662
2085,"HFC143a_emissions","Gg","GCAM_SSP4","GCAM","new",295.468941654613
2090,"HFC143a_emissions","Gg","GCAM_SSP4","GCAM","new",307.010193412984
2095,"HFC143a_emissions","Gg","GCAM_SSP4","GCAM","new",318.327146652453
2100,"HFC143a_emissions","Gg","GCAM_SSP4","GCAM","new",328.783237554024
2005,"HFC245fa_emissions","Gg","GCAM_SSP4","GCAM","new",3.426583998229
2010,"HFC245fa_emissions","Gg","GCAM_SSP4","GCAM","new",6.643179485242
2015,"HFC245fa_emissions","Gg","GCAM_SSP4","GCAM","new",8.489817647341
2021,"HFC245fa_emissions","Gg","GCAM_SSP4","GCAM","new",8.496387675183
2025,"HFC245fa_emissions","Gg","GCAM_SSP4","GCAM","new",8.916116997264
2030,"HFC245fa_emissions","Gg","GCAM_SSP4","GCAM","new",10.387988816658
2035,"HFC245fa_emissions","Gg","GCAM_SSP4","GCAM","new",10.437218156259
2040,"HFC245fa_emissions","Gg","GCAM_SSP4","GCAM","new",10.658329001244
2045,"HFC245fa_emissions","Gg","GCAM_SSP4","GCAM","new",10.882667336808
2050,"HFC245fa_emissions","Gg","GCAM_SSP4","GCAM","new",11.223876463695
2055,"HFC245fa_emissions","Gg","GCAM_SSP4","GCAM","new",11.541218080333
2060,"HFC245fa_emissions","Gg","GCAM_SSP4","GCAM","new",11.852064132313
2065,"HFC245fa_emissions","Gg","GCAM_SSP4","GCAM","new",12.153355661982
2070,"HFC245fa_emissions","Gg","GCAM_SSP4","GCAM","new",12.425007360268
2075,"HFC245fa_emissions","Gg","GCAM_SSP4","GCAM","new",12.675808915109
2080,"HFC245fa_emissions","Gg","GCAM_SSP4","GCAM","new",12.907043280275
2085,"HFC245fa_emissions","Gg","GCAM_SSP4","GCAM","new",13.102489857882
2090,"HFC245fa_emissions","Gg","GCAM_SSP4","GCAM","new",13.286653446007
2095,"HFC245fa_emissions","Gg","GCAM_SSP4","GCAM","new",13.448361896013
2100,"HFC245fa_emissions","Gg","GCAM_SSP4","GCAM","new",13.571801280052
2005,"HFC227ea_emissions","Gg","GCAM_SSP4","GCAM","new",2.128184574
2010,"HFC227ea_emissions","Gg","GCAM_SSP4","GCAM","new",3.69184179
2015,"HFC227ea_emissions","Gg","GCAM_SSP4","GCAM","new",6.00504143
2021,"HFC227ea_emissions","Gg","GCAM_SSP4","GCAM","new",6.00504143
2025,"HFC227ea_emissions","Gg","GCAM_SSP4","GCAM","new",3.74020471
2030,"HFC227ea_emissions","Gg","GCAM_SSP4","GCAM","new",4.05568957
2035,"HFC227ea_emissions","Gg","GCAM_SSP4","GCAM","new",4.09306031
2040,"HFC227ea_emissions","Gg","GCAM_SSP4","GCAM","new",4.12509137
2045,"HFC227ea_emissions","Gg","GCAM_SSP4","GCAM","new",3.99865356
2050,"HFC227ea_emissions","Gg","GCAM_SSP4","GCAM","new",4.02436135
2055,"HFC227ea_emissions","Gg","GCAM_SSP4","GCAM","new",4.04822666
2060,"HFC227ea_emissions","Gg","GCAM_SSP4","GCAM","new",4.06199472
2065,"HFC227ea_emissions","Gg","GCAM_SSP4","GCAM","new",4.06430689
2070,"HFC227ea_emissions","Gg","GCAM_SSP4","GCAM","new",4.05715309
2075,"HFC227ea_emissions","Gg","GCAM_SSP4","GCAM","new",4.04218998
2080,"HFC227ea_emissions","Gg","GCAM_SSP4","GCAM","new",4.020041084
2085,"HFC227ea_emissions","Gg","GCAM_SSP4","GCAM","new",3.990833212
2090,"HFC227ea_emissions","Gg","GCAM_SSP4","GCAM","new",3.95499799
2095,"HFC227ea_emissions","Gg","GCAM_SSP4","GCAM","new",3.912530354
2100,"HFC227ea_emissions","Gg","GCAM_SSP4","GCAM","new",3.862759076
2015,"HFC23_emissions","Gg","GCAM_SSP4","GCAM","new",10.3569308623802
2021,"HFC23_emissions","Gg","GCAM_SSP4","GCAM","new",10.991813302661
2025,"HFC23_emissions","Gg","GCAM_SSP4","GCAM","new",11.889803208463
2030,"HFC23_emissions","Gg","GCAM_SSP4","GCAM","new",12.880628332849
2035,"HFC23_emissions","Gg","GCAM_SSP4","GCAM","new",13.664188371434
2040,"HFC23_emissions","Gg","GCAM_SSP4","GCAM","new",14.017586435187
2045,"HFC23_emissions","Gg","GCAM_SSP4","GCAM","new",14.25625111085
2050,"HFC23_emissions","Gg","GCAM_SSP4","GCAM","new",14.319311176858
2055,"HFC23_emissions","Gg","GCAM_SSP4","GCAM","new",14.182479304462
2060,"HFC23_emissions","Gg","GCAM_SSP4","GCAM","new",13.967663606964
2065,"HFC23_emissions","Gg","GCAM_SSP4","GCAM","new",13.690461590983
2070,"HFC23_emissions","Gg","GCAM_SSP4","GCAM","new",13.313662066852
2075,"HFC23_emissions","Gg","GCAM_SSP4","GCAM","new",12.881466916226
2080,"HFC23_emissions","Gg","GCAM_SSP4","GCAM","new",12.379522334767
2085,"HFC23_emissions","Gg","GCAM_SSP4","GCAM","new",11.807354779102
2090,"HFC23_emissions","Gg","GCAM_SSP4","GCAM","new",11.260207767813
2095,"HFC23_emissions","Gg","GCAM_SSP4","GCAM","new",10.732523097886
2100,"HFC23_emissions","Gg","GCAM_SSP4","GCAM","new",10.191042631211
2005,"HFC32_emissions","Gg","GCAM_SSP4","GCAM","new",1.2060792957
2010,"HFC32_emissions","Gg","GCAM_SSP4","GCAM","new",2.0280780141
2015,"HFC32_emissions","Gg","GCAM_SSP4","GCAM","new",3.1124133134
2021,"HFC32_emissions","Gg","GCAM_SSP4","GCAM","new",6.0196014741
2025,"HFC32_emissions","Gg","GCAM_SSP4","GCAM","new",7.7310207928
2030,"HFC32_emissions","Gg","GCAM_SSP4","GCAM","new",10.1546882392
2035,"HFC32_emissions","Gg","GCAM_SSP4","GCAM","new",11.4837465812
2040,"HFC32_emissions","Gg","GCAM_SSP4","GCAM","new",12.5525195414
2045,"HFC32_emissions","Gg","GCAM_SSP4","GCAM","new",13.6272029208
2050,"HFC32_emissions","Gg","GCAM_SSP4","GCAM","new",14.7011533529
2055,"HFC32_emissions","Gg","GCAM_SSP4","GCAM","new",15.6992986778
2060,"HFC32_emissions","Gg","GCAM_SSP4","GCAM","new",16.7161542196
2065,"HFC32_emissions","Gg","GCAM_SSP4","GCAM","new",17.7265815883
2070,"HFC32_emissions","Gg","GCAM_SSP4","GCAM","new",18.6752910709
2075,"HFC32_emissions","Gg","GCAM_SSP4","GCAM","new",19.6034945448
2080,"HFC32_emissions","Gg","GCAM_SSP4","GCAM","new",20.4886954837
2085,"HFC32_emissions","Gg","GCAM_SSP4","GCAM","new",21.313887012
2090,"HFC32_emissions","Gg","GCAM_SSP4","GCAM","new",22.1252226065
2095,"HFC32_emissions","Gg","GCAM_SSP4","GCAM","new",22.918759768
2100,"HFC32_emissions","Gg","GCAM_SSP4","GCAM","new",23.649437867
1990,"SF6_emissions","Gg","GCAM_SSP4","GCAM","new",2.7646554195
2005,"SF6_emissions","Gg","GCAM_SSP4","GCAM","new",2.5740714763
2010,"SF6_emissions","Gg","GCAM_SSP4","GCAM","new",3.0635693566
2015,"SF6_emissions","Gg","GCAM_SSP4","GCAM","new",3.6045659027
2021,"SF6_emissions","Gg","GCAM_SSP4","GCAM","new",4.2902322408
2025,"SF6_emissions","Gg","GCAM_SSP4","GCAM","new",4.66002317175
2030,"SF6_emissions","Gg","GCAM_SSP4","GCAM","new",5.25227234651
2035,"SF6_emissions","Gg","GCAM_SSP4","GCAM","new",5.86226636302
2040,"SF6_emissions","Gg","GCAM_SSP4","GCAM","new",6.16945564884
2045,"SF6_emissions","Gg","GCAM_SSP4","GCAM","new",6.36089222171
2050,"SF6_emissions","Gg","GCAM_SSP4","GCAM","new",6.7775824143
2055,"SF6_emissions","Gg","GCAM_SSP4","GCAM","new",7.10511542579
2060,"SF6_emissions","Gg","GCAM_SSP4","GCAM","new",7.42395864509
2065,"SF6_emissions","Gg","GCAM_SSP4","GCAM","new",7.73326071777
2070,"SF6_emissions","Gg","GCAM_SSP4","GCAM","new",7.99194623858
2075,"SF6_emissions","Gg","GCAM_SSP4","GCAM","new",8.21455304863
2080,"SF6_emissions","Gg","GCAM_SSP4","GCAM","new",8.39983617985
2085,"SF6_emissions","Gg","GCAM_SSP4","GCAM","new",8.55079115809
2090,"SF6_emissions","Gg","GCAM_SSP4","GCAM","new",8.72745383422
2095,"SF6_emissions","Gg","GCAM_SSP4","GCAM","new",8.91504787637
2100,"SF6_emissions","Gg","GCAM_SSP4","GCAM","new",9.10806121458
1990,"CF4_emissions","Gg","GCAM_SSP4","GCAM","new",11.1037607851
2010,"HFC23_emissions","Gg","GCAM_SSP4","GCAM","new",9.0445387905
1990,"C2F6_emissions","Gg","GCAM_SSP4","GCAM","new",1.6781865058
2005,"HFC23_emissions","Gg","GCAM_SSP4","GCAM","new",6.8150399058
1990,"HFC23_emissions","Gg","GCAM_SSP4","GCAM","new",9.1995099459024
1990,"HFC134a_emissions","Gg","GCAM_SSP4","GCAM","new",0.00555238062543
1990,"HFC245fa_emissions","Gg","GCAM_SSP4","GCAM","new",9.010356e-06
1990,"HFC143a_emissions","Gg","GCAM_SSP4","GCAM","new",1.078794e-05
1990,"ffi_emissions","Pg C/yr","GCAM_SSP4","GCAM","new",6.06840647492851
2005,"ffi_emissions","Pg C/yr","GCAM_SSP4","GCAM","new",8.03407247058697
2010,"ffi_emissions","Pg C/yr","GCAM_SSP4","GCAM","new",9.12766818353557
2015,"ffi_emissions","Pg C/yr","GCAM_SSP4","GCAM","new",9.7579286220489
2021,"ffi_emissions","Pg C/yr","GCAM_SSP4","GCAM","new",10.1203471154083
2025,"ffi_emissions","Pg C/yr","GCAM_SSP4","GCAM","new",10.9070568195461
2030,"ffi_emissions","Pg C/yr","GCAM_SSP4","GCAM","new",11.1491682330167
2035,"ffi_emissions","Pg C/yr","GCAM_SSP4","GCAM","new",11.0333925601539
2040,"ffi_emissions","Pg C/yr","GCAM_SSP4","GCAM","new",10.8245597002279
2045,"ffi_emissions","Pg C/yr","GCAM_SSP4","GCAM","new",10.5440705484116
2050,"ffi_emissions","Pg C/yr","GCAM_SSP4","GCAM","new",10.1864646592772
2055,"ffi_emissions","Pg C/yr","GCAM_SSP4","GCAM","new",9.95935465685769
2060,"ffi_emissions","Pg C/yr","GCAM_SSP4","GCAM","new",9.83815679688661
2065,"ffi_emissions","Pg C/yr","GCAM_SSP4","GCAM","new",9.77678739546804
2070,"ffi_emissions","Pg C/yr","GCAM_SSP4","GCAM","new",9.76249728747383
2075,"ffi_emissions","Pg C/yr","GCAM_SSP4","GCAM","new",9.82106064002914
2080,"ffi_emissions","Pg C/yr","GCAM_SSP4","GCAM","new",9.81326189749932
2085,"ffi_emissions","Pg C/yr","GCAM_SSP4","GCAM","new",9.74614348758226
2090,"ffi_emissions","Pg C/yr","GCAM_SSP4","GCAM","new",9.7627725325135
